id,body,index,trail_id,created_at,updated_at
301,"At the base of the descent, you’ll come to Jimmy Dolan Notch. Here, the blue-blazed Jimmy Dolan Notch Trail (which descends to a junction with the Devil’s Path near Prediger Road) begins on the right, but you should continue ahead on the red-blazed Devil’s Path, which begins its climb of Twin Mountain. After a while, the climb steepens, and you’ll have to negotiate a 10-foot vertical climb on tree roots.",7,31,2014-11-25 03:24:17.793991,2014-11-25 03:24:17.793991
302,"A short distance beyond, you’ll come to a viewpoint looking back at Indian Head Mountain, which you just climbed, and then you’ll reach the eastern summit of Twin Mountain, with an expansive south-facing view. You’ll want to rest here for a while and take in the view.",8,31,2014-11-25 03:24:17.795664,2014-11-25 03:24:17.795664
303,"",9,31,2014-11-25 03:24:17.797335,2014-11-25 03:24:17.797335
304,"The trail now descends a little and then climbs to the western peak of Twin Mountain. This peak, 3,640 feet in elevation, is 80 feet higher than the eastern peak, and a rock ledge just below the summit offers a northwest-facing view over Hunter Mountain. The trail now begins to descend. After passing a rock cave that can afford shelter in bad weather, the trail descends more steeply until it reaches Pecoy Notch, which marks the low point between Twin and Sugarloaf Mountains. Here, the blue-blazed Pecoy Notch Trail, which leads down to the interesting Dibble’s Quarry and Roaring Kill Road, begins on the right, but you should continue ahead on the red-blazed Devil’s Path. The trail now proceeds to climb Sugarloaf Mountain, gaining 1,000 feet in elevation in 1.2 miles and passing a viewpoint that looks over Twin Mountain.",10,31,2014-11-25 03:24:17.799062,2014-11-25 03:24:17.799062
305,"At the summit of Sugarloaf Mountain (elevation 3,800 feet), a short yellow-blazed side trail on the left leads to a panoramic south-facing viewpoint – another good rest stop. The trail now heads west, descending gradually, until it reaches a huge boulder that offers a west-facing view. The descent now steepens. This section of the Devil’s Path is usually covered with ice in the winter, and the descent over huge rocks can be quite difficult (and even dangerous) for those who lack traction aids. Even in warmer months, this descent can be challenging when the rocks are wet and very slippery.",11,31,2014-11-25 03:24:17.800763,2014-11-25 03:24:17.800763
306,"After descending 1,300 vertical feet from the summit of Sugarloaf, you’ll reach a junction with the blue-blazed Mink Hollow Trail that descends northward towards Roaring Kill Road. A short distance beyond, you’ll come to another junction. Here, on the left, is the Mink Hollow Lean-to, and the blue-blazed Mink Hollow Trail heads south towards Lake Hill. On the right, a woods road (the former route of the Mink Hollow Trail) leads down to Mink Hollow Road (this is the quickest route to civilization, in case of emergency).",12,31,2014-11-25 03:24:17.802498,2014-11-25 03:24:17.802498
307,"The Devil’s Path now begins a steep climb of Plateau Mountain, climbing about 1,250 feet in the next 0.8 mile. This climb can also be very icy in the winter. At the top of the climb, you’ll come out on a rock ledge with a panoramic east-facing view. Soon afterwards, the trail reaches the viewless summit of Plateau (3,840 feet).",13,31,2014-11-25 03:24:17.804345,2014-11-25 03:24:17.804345
308,"The Devil’s Path continues for 1.5 miles along the long, flat summit ridge of Plateau. This is the longest nearly-level ridge in the Catskills traversed by a marked hiking trail, and it offers a unique hiking experience as you traverse the thick evergreen forest on the trail. In 0.4 mile, you’ll reach a junction with the blue-blazed Warner Creek Trail, which begins on the left, but you should continue ahead on the red-blazed Devil’s Path.",14,31,2014-11-25 03:24:17.806732,2014-11-25 03:24:17.806732
309,"As you approach the western end of the ridge, you’ll come to three panoramic viewpoints. The first two viewpoints offer a view over Kaaterskill High Peak to the east, while view from the third viewpoint (known as Danny’s Lookout) is to the west, with Hunter Mountain visible straight ahead.",15,31,2014-11-25 03:24:17.808466,2014-11-25 03:24:17.808466
310,"The Devil’s Path now descends to Stony Clove Notch and Route 214. After a precipitous drop over a rock ledge, the grade moderates for a short distance but, for most of the way, the descent is rather steep. You descend a vertical distance of about 1,600 feet in only 1.5 miles, with the grade averaging about 20%. The footing is rocky and uneven, so use caution and take your time, especially if the ground is wet.",16,31,2014-11-25 03:24:17.810138,2014-11-25 03:24:17.810138
311,"At the base of the descent, you’ll reach Route 214. The parking area where you left your first car is just across the highway.",17,31,2014-11-25 03:24:17.811918,2014-11-25 03:24:17.811918
312," (summer 2014), this hike will only get better (and drier).",0,32,2014-11-25 03:24:17.816203,2014-11-25 03:24:17.816203
313,"From the northwestern corner of the parking lot, the red-blazed Quick Lake Trail descends on several log steps and then continues on a mostly level route through the open hardwood forest. &nbsp;In about a tenth of a mile (0.10 mile), the trail intersects with an old road that once provided access to Frick Pond. &nbsp;There is a DEC sign-in booth at this intersection; make sure to sign in.",1,32,2014-11-25 03:24:17.817924,2014-11-25 03:24:17.817924
314,"From this point, the trail turns left and follows the road. &nbsp;It may be wet in several places, especially during the spring, but is generally level with a few dips and climbs past streams and drainages. &nbsp;At just under the half -mile (0.45 mile) point, the Quick Lake Trail intersects with the yellow-blazed Loggers Loop Trail. The intersection is located within an old field that can become overgrown and be poorly signed. &nbsp;Be sure to stay to the left at the intersection, staying on the red Quick Lake Trail.",2,32,2014-11-25 03:24:17.819612,2014-11-25 03:24:17.819612
470,"Turn left at this junction, now following the 1777E Trail (red 1777E on white) through the abandoned hamlet of Doodletown. At the next T-intersection, turn right, then bear left at a fork and go around the Doodletown Reservoir. Continue ahead at the following intersection, where Lemmon Road leaves to the left.",4,47,2014-11-25 03:24:18.138311,2014-11-25 03:24:18.138311
315,The Quick Lake Trail passes through another muddy area just past the trail junction and then begins descending to the shoreline and outlet of Frick Pond at about 0.55 miles from the trailhead (and about a tenth of a mile from the intersection with the Loggers Loop Trail). &nbsp;The bridge and the small open field adjacent to it make for a great stop to enjoy the view of Frick Pond and watch the wildlife that lives there.,3,32,2014-11-25 03:24:17.821268,2014-11-25 03:24:17.821268
316,"The dam on Frick Pond was removed (or destroyed) many years ago, so the actual water body is quite small during most of the year, but &nbsp;high springtime water levels sustain an open meadow that provides habitat for a number of wildlife species, including birds.<br /><br />After crossing the outlet of Frick Pond on a bridge, the trail generally follows the shoreline of Frick Pond, but back from the edge. &nbsp;The trail has a few minor wet areas and is generally level as it heads toward the intersection with the Big Rock Trail. &nbsp;At this trail junction, the Quick Lake Trail turns westward, eventually reaching Quick Lake and the Quick Lake Lean-to. You should stay right and follow the yellow-blazed Big Rock Trail as it continues to follow the shoreline of Frick Pond.&nbsp;",4,32,2014-11-25 03:24:17.822939,2014-11-25 03:24:17.822939
317,"Near the northwestern corner of the pond, the trail enters a thick hemlock grove, where you will step up onto a boardwalk that will carry you over an extensive wet area. The only caution here is that if you are hiking in wet weather, the boardwalk can be quite slippery and you should take your time.",5,32,2014-11-25 03:24:17.824589,2014-11-25 03:24:17.824589
318,"The boardwalk will take you to the two major inlets of Frick Pond, crossing both on small bridges in an semi-open meadow area. &nbsp;From the stream crossings, continue on the Big Rock Trail as it heads north, away from Frick Pond, on the remnants of an old woods road. &nbsp;",6,32,2014-11-25 03:24:17.826228,2014-11-25 03:24:17.826228
319,"At <span style=""background-color: #ffffff;"">1.2 miles from the trailhead, </span><span style=""background-color: #ffff00;""><span style=""background-color: #ffffff;"">the trail reaches Times Square, a four-way junction of two yellow trails. Turn sharply right onto the Loggers Loop Trail that heads south on an old woods road. &nbsp;(To your left the Loggers Loop Trail continues to the northwest, eventually reaching the Iron Wheel Junction with the Quick Lake Trail. Straight ahead, the Big Rock Trail, also yellow, climbs steadily to its intersection with the Flynn Trai</span><span style=""background-color: #ffffff;"">l.)</span></span>",7,32,2014-11-25 03:24:17.828055,2014-11-25 03:24:17.828055
320,"From Times Square, the Loggers Loop trail descends slightly, crossing a small stream on a washed-out culvert before gently ascending to the height of land after about 0.2 mile. &nbsp;Once the height of land is reached, the trail is generally level for another 0.2 mile before descending slightly. &nbsp;As views of Frick Pond begin to open up and just before the trail's intersection with the Quick Lake Trail, there is a privy to your right on a short side trail.&nbsp;<br /><br />Loggers Loop ends at its intersection with the Quick Lake Trail. &nbsp;This is the first trail junction you reached when starting your hike. &nbsp;Turn left onto the red marked Quick Lake Trail, heading eastward 0.45 mile back to the trailhead. &nbsp;",8,32,2014-11-25 03:24:17.829848,2014-11-25 03:24:17.829848
321,"There are no difficult sections along this hike and no steep climbs or descents. &nbsp;The most difficult aspects of the hike are the numerous wet areas, especially near Times Square on both the Big Rock and the Loggers Loop Trails. &nbsp;If you don't mind getting your boots muddy though, this is not a problem. &nbsp;",9,32,2014-11-25 03:24:17.831641,2014-11-25 03:24:17.831641
322,"Trail maintenance is picking up in the area, thanks to the Trail Conference's&nbsp;&nbsp;and the Town of Livingston Manor is less than 8 miles away. &nbsp;",10,32,2014-11-25 03:24:17.833396,2014-11-25 03:24:17.833396
323,"In Livingston Manor there are lodging and dining options, along with&nbsp;",11,32,2014-11-25 03:24:17.835108,2014-11-25 03:24:17.835108
324,"Balsam Lake Mountain, one of the 35 peaks in the Catskills over 3,500 feet in elevation, is the most westerly of these peaks. The fire tower on the summit offers a panoramic 360-degree view, and the nearby lean-to provides an opportunity for an overnight stay. This hike, which involves an elevation gain of about 1,200 feet, is suitable either as a day trip or as an overnight backpacking trip.",0,33,2014-11-25 03:24:17.839537,2014-11-25 03:24:17.839537
325,"From the parking area, proceed north on the blue-blazed Dry Brook Ridge Trail. You’ll soon pass a trail register on the right (please sign). Follow the trail (actually, an old woods road) for 0.9 mile to a junction with the red-blazed Balsam Lake Mountain Trail (marked by a DEC sign on the left).",1,33,2014-11-25 03:24:17.841382,2014-11-25 03:24:17.841382
326,"Turn left onto the Balsam Lake Mountain Trail and follow it as it steeply climbs the southern face of the mountain. You’ll be gaining about 700 feet in elevation in only half a mile. Towards the top of the climb, just before reaching the elevation of 3,500 feet, a sign points to a lean-to. Turn left and follow the side trail that leads to this lean-to, which is attractively situated, with a limited west-facing view through the trees. Even if you’re not staying overnight, the lean-to offers a nice place to rest from the arduous climb.",2,33,2014-11-25 03:24:17.843128,2014-11-25 03:24:17.843128
327,"When you’re ready to continue, return to the main trail and turn left to resume your climb. Just ahead, you’ll pass the sign that marks the 3,500-foot elevation, and then you’ll climb a very steep section, with rock steps. At the top, there is a pipe spring on the right, which is a reliable source of water. Beyond the spring, the trail continues to climb, but it soon levels off.",3,33,2014-11-25 03:24:17.845056,2014-11-25 03:24:17.845056
328,"After climbing a little more, you’ll come to a junction with the yellow-blazed Mill Brook Ridge Trail, which begins on the left. Continue ahead on the red-blazed Balsam Lake Mountain Trail, which passes through a spruce-fir forest, typical of high elevations in the Catskills. Soon, you’ll emerge onto a clearing, the site of the 47-foot-high Balsam Lake Mountain Fire Tower.",4,33,2014-11-25 03:24:17.847777,2014-11-25 03:24:17.847777
329,"Built in 1930, the fire tower was abandoned in 1988 and fell into disrepair. It was restored and reopened to the public in 2000. The tower is staffed by volunteers on weekends in the summer. At other times, the cabin at the top of the tower is locked, but the tower remains open, and one can climb to the top landing, where there is a panoramic 360-degree view.",5,33,2014-11-25 03:24:17.849618,2014-11-25 03:24:17.849618
330,"After climbing the tower and enjoying the view, continue ahead on the red-blazed Balsam Lake Mountain Trail, which passes the observer’s cabin and begins a steady descent, rather steeply in places. The trail follows the former jeep road used to access the tower, but the road is no longer open to any vehicles and has narrowed to a footpath.",6,33,2014-11-25 03:24:17.851265,2014-11-25 03:24:17.851265
347,"The next section of the Rock Shelter Trail is relatively level, with some minor ups and downs. It traverses a rocky area, and it will probably take you at least 45 minutes to cover the 1.2 miles to North Lake Road. When you reach the road, turn left, then immediately turn right onto Scutt Road and follow it for a short distance until you reach the parking area (on the right) where the hike began.",15,34,2014-11-25 03:24:17.88348,2014-11-25 03:24:17.88348
331,"At the base of the descent, the Balsam Lake Mountain Trail goes around a gate and ends at a junction with the blue-blazed Dry Brook Ridge Trail. Turn right and follow this trail for about two miles back to the parking lot where the hike began. Although it has narrowed to a footpath (and the footing is often quite rocky), this trail follows the route of a former woods road, and substantial stone embankments are visible along the way on the left. After a while, there are views down into the valley below on the left. In about a mile, you’ll reach the junction with the southern end of the Balsam Lake Mountain Trail; from this point on, you’ll be retracing the route that you followed at the start of the hike.",7,33,2014-11-25 03:24:17.852935,2014-11-25 03:24:17.852935
332,Cross to the east side of the road and follow the blue-blazed Escarpment Trail (co-aligned with a yellow-blazed horse trail) into the woods. The trail heads south and descends through a mixed forest of hemlocks and deciduous trees.,0,34,2014-11-25 03:24:17.857432,2014-11-25 03:24:17.857432
333,"In half a mile, the trail crosses two old railroad rights-of-way and a bridge over the outlet of North/South Lake. After crossing another bridge, you’ll reach a four-way junction. Here, you should continue ahead, now following the red-blazed Schutt Road Trail, which climbs gradually along an old carriage road. In a quarter mile, a yellow-blazed connector trail begins on the right, but you should continue ahead on the red-blazed Schutt Road Trail.",1,34,2014-11-25 03:24:17.859322,2014-11-25 03:24:17.859322
334,"About a mile from its start, the Schutt Road Trail ends at a junction with the blue-blazed Escarpment Trail, which comes in from the right. Continue ahead, now following the Escarpment Trail along a level, well-graded road (in places, you can see stone retaining walls that support the road on the right).",2,34,2014-11-25 03:24:17.860983,2014-11-25 03:24:17.860983
335,"In 0.6 mile, you’ll reach a junction. A red-blazed short-cut trail proceeds ahead, but you should turn right (towards “Boulder Rock”), continuing to follow the blue-blazed Escarpment Trail. A short distance ahead, you’ll come to a deep fissure in the rock to the right of the trail, known as “Split Rock.” Just beyond, you’ll reach a huge boulder perched on an open rock ledge. Known as “Boulder Rock,” this rock was a popular destination of guests at the Catskill Mountain House. From the base of the rock, there are panoramic views over the Hudson River valley.",3,34,2014-11-25 03:24:17.862769,2014-11-25 03:24:17.862769
336,"The Escarpment Trail now turns left and climbs to reach a second junction with the red-blazed short-cut trail. Turn right at this junction and continue to follow the blue-blazed trail. After a short level stretch, the trail begins to descend and continues through hemlocks. Soon, you’ll come an open rock ledge to the right of the trail which affords spectacular views over the Hudson River valley.",4,34,2014-11-25 03:24:17.864579,2014-11-25 03:24:17.864579
337,"The trail continues to descend, steeply in places. At a trail register, it curves sharply to the right and soon emerges onto an open grassy area. This is the site of the Catskill Mountain House, built in 1824. In the latter part of the nineteenth century, this hotel was a favored destination of rich and famous people, including several Presidents of the United States. As automobiles became the preferred means of transportation in the first part of the twentieth century, the hotel declined, and it closed its doors in 1941. The State of New York acquired the property in 1962, and it soon burned the remains of the wooden hotel, which had deteriorated and become a hazard. Today, nothing remains of the hotel structure, but several signs mark the historical significance of the site, and many historic carvings can be seen in the rocks at the edge of the escarpment.",5,34,2014-11-25 03:24:17.866365,2014-11-25 03:24:17.866365
338,"After taking some time to explore this historic site and enjoying the views, follow the Escarpment Trail as it heads west along a road that once led to the hotel. Soon, you’ll come to a junction, where you should turn right, following the sign for “North Lake.” The road now descends and, after passing a locked gate, reaches a large parking area for the beach at North/South Lake.",6,34,2014-11-25 03:24:17.868081,2014-11-25 03:24:17.868081
339,"Continue ahead across the parking area (do not turn right onto the road), and you’ll see a trail that heads into the woods on the right. (At this writing, this turn is poorly marked). Watch for the blue blazes of the Escarpment Trail to make sure that you are following the correct route. The trail proceeds through a picnic area and soon begins to parallel an ugly chain-link fence on the right (interrupted in one spot by a wooden viewing platform).",7,34,2014-11-25 03:24:17.869776,2014-11-25 03:24:17.869776
340,"After traversing this heavily impacted area, the Escarpment Trail passes a trail register and enters a more pristine environment. Soon, it ascends a steep rock ledge, with a viewpoint on the right at the top of the climb. The trail now proceeds through a beautiful area of pitch pines growing out of slabs of bedrock.",8,34,2014-11-25 03:24:17.871425,2014-11-25 03:24:17.871425
341,"A short distance ahead you’ll reach a spectacular east-facing viewpoint over the Hudson Valley, known as Artists Rock (this rock ledge was a favorite spot from which artists of the Hudson River School of Painting would paint scenes of the Hudson River valley). This location (marked by a sign) is another place where you’ll want to take a break and enjoy the panoramic views.",9,34,2014-11-25 03:24:17.873076,2014-11-25 03:24:17.873076
342,"From Artists Rock, the trail ascends steeply. Soon, you’ll notice a massive outcrop of conglomerate rock to the right of the trail. The trail parallels this rock outcrop until it reaches a junction where a yellow-blazed trail begins on the right. Turn right and follow this side trail, which leads through pitch pines to Lookout Rock, which affords a magnificent east-facing view. The yellow-blazed trail continues to Sunset Rock, which offers a panoramic west-facing view over North/South Lake – considered to be one of the finest views in the Catskills. Be careful as you head to Sunset Rock, as there are many deep crevices in this area!",10,34,2014-11-25 03:24:17.874774,2014-11-25 03:24:17.874774
343,"After taking in the view, return to the trail junction and turn right onto the blue-blazed Escarpment Trail, which climbs steeply, then levels off. Soon, you’ll emerge on another open rock ledge, this one known as Newman’s Ledge. The views from here over the Hudson Valley are spectacular, and the ledge itself is actually an overhang. The drop from the ledge is precipitous, so be exceptionally careful if you choose to approach the edge.",11,34,2014-11-25 03:24:17.87645,2014-11-25 03:24:17.87645
344,"Past Newman's Ledge, the trail continues to climb, steeply in places. It continues through a spruce forest and passes a boreal bog on the left. A short distance beyond the bog, you’ll reach a junction with the Rock Shelter Trail.",12,34,2014-11-25 03:24:17.878236,2014-11-25 03:24:17.878236
345,"Just above, on the right, is Badman’s Cave – supposedly the location out of which a group of bandits once operated. Turn right and climb to this interesting overhanging rock, which is another good place to take a break. After visiting this “cave,” return to the junction and bear right, now following the yellow-blazed Rock Shelter Trail.",13,34,2014-11-25 03:24:17.88002,2014-11-25 03:24:17.88002
346,"The Rock Shelter Trail descends on a rocky footpath. In half a mile, it reaches a junction with the red-blazed Mary’s Glen Trail. Turn right and briefly follow the joint Rock Shelter/Mary’s Glen Trail, with both red and yellow blazes. A short distance ahead, the trails diverge, and you should bear left and continue on the yellow-blazed Rock Shelter Trail.",14,34,2014-11-25 03:24:17.881768,2014-11-25 03:24:17.881768
348,"Although comprising only 165 acres, Cranberry Lake Preserve is surrounded on several sides by watershed lands. It is a quiet oasis in the midst of suburban Westchester County, and offers a pleasant walk around a tranquil lake.&nbsp;Trail junctions in the preserve are marked by numbered wooden signs, and the numbers are shown on the trail map of the preserve and referenced in this description.",0,35,2014-11-25 03:24:17.887686,2014-11-25 03:24:17.887686
349,"After obtaining a map at the Nature Center, proceed south on a wide yellow-blazed path. At a blue sign to the ""Lake"" (junction #4), turn left and follow an orange-blazed trail downhill to the shore of Cranberry Lake, then turn right (at junction #26) onto a trail with blue and yellow blazes. After briefly following the lake shore, the trail climbs to ledges that overlook the lake, continuing to parallel it. At the end of the lake, it descends, crosses a boardwalk and arrives at junction #6.",1,35,2014-11-25 03:24:17.889524,2014-11-25 03:24:17.889524
350,"Turn left onto a wide path, briefly following blue and red blazes, then turn left at the next junction (#7) onto an orange-blazed trail, immediately crossing the Bent Bridge over a bog. The trail goes through an attractive evergreen grove, runs along old stone walls, and passes the ""stone chamber"" – probably an old root cellar. At the end of the orange trail (junction #16), turn right onto a wide path and follow it to a Y-intersection, with a sign for the New York City Watershed on a tree (junction #18).",2,35,2014-11-25 03:24:17.891239,2014-11-25 03:24:17.891239
351,"Bear left here, now following the Red Loop Trail. This trail, which circles the park, will be your route for most of the remainder of the hike. To the right, marking the boundary between the park and New York City Watershed lands, is an expertly-laid dry stone wall, built&nbsp;nearly a century ago and still in nearly perfect condition today (except where damaged by fallen trees). Soon, the trail bears left and heads south, continuing to follow the wall.",3,35,2014-11-25 03:24:17.892978,2014-11-25 03:24:17.892978
352,"At the southern end of the park, with private homes visible ahead, the red trail turns left and begins to head east. Be alert for a sharp right turn just beyond a fallen tree and head downhill toward Hush Pond, continuing to follow the red trail. Cross the outlet of the pond on puncheons, bear left (north), and soon begin to parallel a wetland on the left. In a short distance, you’ll join a level dirt road, with cliffs on the right.",4,35,2014-11-25 03:24:17.895195,2014-11-25 03:24:17.895195
353,"Soon, the cliffs are supplanted by a concrete wall. This wall is a remnant of a facility built about 1912 to crush stone that was quarried just to the east of the trail and used for the construction of the Kensico Reservoir. Just beyond a crumbling section of the wall, you’ll reach junction #13, where a blue-blazed trail leads left to a wooden observation platform, which affords a view over South Pond. Just beyond, a boardwalk leads through dense aquatic vegetation. This is a good place to take a break and enjoy the tranquil setting.",5,35,2014-11-25 03:24:17.897133,2014-11-25 03:24:17.897133
354,"When you’re ready to continue, return to the main trail and turn left (north), now following both blue and red blazes. Soon, you’ll reach a pleasant cascade, with a bench for those who wish to contemplate this beautiful spot. Turn right here (junction #15), leaving the wide road, and cross the stream on a wooden footbridge, continuing to follow blue and red blazes. At the next fork, bear right and proceed along the Red Loop Trail through a mountain laurel thicket. After a short climb, you’ll reach junction #20, where the Purple (History) Loop, marked with purple-on-white blazes, joins from the right.",6,35,2014-11-25 03:24:17.898857,2014-11-25 03:24:17.898857
355,"The trail now descends rather steeply. At the base of the descent (junction #21), the blue trail joins from the left, and the trails cross a boardwalk. Just beyond, at junction #22, the trails again split. Bear right, continuing to follow the red and purple-on-white trails, which cross another boardwalk and then proceed along stump slices. Cranberry Lake is visible through the trees on the left. Bear right at junction #23, continuing to follow the red and purple-on-white blazes.",7,35,2014-11-25 03:24:17.90052,2014-11-25 03:24:17.90052
356,"After curving to the left, the trail reaches a T-intersection (junction #34), with cliffs ahead. Here, the red and purple-on white trails turn right, but you should turn left, now following yellow blazes. At the next junction (#33), bear left, continuing to follow the yellow blazes, and descend to the lake. At junction #24, turn right and follow yellow and blue blazes, with the trail paralleling Cranberry Lake. After passing a viewpoint over the lake, you’ll reach junction #26. Turn right onto the orange trail, follow it back up to the yellow trail at junction #4, and turn right on the yellow trail to return to the Nature Center where the hike began.",8,35,2014-11-25 03:24:17.902178,2014-11-25 03:24:17.902178
357,"To the left of the parking area, you’ll notice a triple-orange blaze on a rock. This marks the start of a trail system established in 2005 on land acquired by Rockland County and added to Dater Mountain Nature Park. Follow the Orange Trail as it climbs along a woods road. Be alert for a right turn where the trail leaves the road and continues rather steeply uphill on a footpath.",0,36,2014-11-25 03:24:17.911667,2014-11-25 03:24:17.911667
358,"",1,36,2014-11-25 03:24:17.913621,2014-11-25 03:24:17.913621
359,"As you near the crest of the hill, you’ll notice a triple-blue blaze on a tree. This marks the start of the Blue Trail, which will be your return route, but for now, continue along the Orange Trail, which turns sharply right. After climbing a little more, the Orange Trail descends to cross a small stream in a narrow hollow, with a rock ledge looming above.",2,36,2014-11-25 03:24:17.91534,2014-11-25 03:24:17.91534
360,"The trail continues to climb until you reach a panoramic south-facing viewpoint from open rocks to the right of the trail. You can see the hills of Harriman State Park, with the Reeves Brook Visitor Center visible on your right when there are no leaves on the trees.",3,36,2014-11-25 03:24:17.917212,2014-11-25 03:24:17.917212
361,"Continue along the Orange Trail, which levels off for a short distance, then continues to climb. When you reach the height of the land, there is a view of Dater Mountain from open rocks about 50 feet to the right of the trail.",4,36,2014-11-25 03:24:17.918848,2014-11-25 03:24:17.918848
362,"The Orange Trail now descends to reach an intersection with the Blue Trail. Turn left here and follow the Blue Trail along a woods road. Just beyond the intersection, you'll cross a stream – the outlet of a wetland on the left. You'll pass several wetlands along this section of the trail. As you continue, you’ll begin to hear the sounds of traffic on the New York State Thruway, below to the right, which grow louder as you approach Sleater Hill.",5,36,2014-11-25 03:24:17.92051,2014-11-25 03:24:17.92051
363,"About three-quarters of a mile from the start of the Blue Trail, the woods road followed by the trail curves sharply to the left. Here, a side road to the right leads a short distance to a large glacial erratic and a panoramic west-facing viewpoint at a power line tower. The Thruway is directly below, the Village of Sloatsburg is just beyond, and the hills of the Ramapo Mountains in New Jersey and Sterling Forest in New York are in the distance. This is a good spot to take a break.",6,36,2014-11-25 03:24:17.922159,2014-11-25 03:24:17.922159
394,"The trail now begins a very gradual descent. After crossing a stream and climbing over a low rise covered with mountain laurel, the trail continues to descend, soon reaching a junction with the yellow-blazed Perkins Trail. You’ve now gone a little more than halfway along the hike.",6,39,2014-11-25 03:24:17.984312,2014-11-25 03:24:17.984312
364,"When you’re ready to continue, return to the Blue Trail and turn right. Just beyond, the Blue Trail leaves the woods road and continues on a footpath. It climbs Sleater Hill, passing just to the right of the summit, and then descends, soon reaching a rock outcrop on the right which offers a south-facing view over the Mirror Lake area of Sloatsburg, with the Thruway visible on the right when there are no leaves on the trees.",7,36,2014-11-25 03:24:17.923832,2014-11-25 03:24:17.923832
365,"The Blue Trail continues to descend. After crossing a woods road, it levels off, then resumes a gradual descent, ending at an intersection with the Orange Trail. Bear right onto the Orange Trail and follow it downhill, retracing your steps to the parking area where the hike began.",8,36,2014-11-25 03:24:17.925527,2014-11-25 03:24:17.925527
366,">
<p>To view a photo collection for this hike, click .",9,36,2014-11-25 03:24:17.927305,2014-11-25 03:24:17.927305
367,"Find the white-blazed Appalachian Trail (A.T.) at the southern end of the parking area. Cross Dennytown Road and enter the woods, heading west. You will observe many stone walls – which indicate that the area was once used for agricultural purposes – along the trail in a number of locations throughout the hike.",0,37,2014-11-25 03:24:17.931745,2014-11-25 03:24:17.931745
368,"In a short distance, you'll reach an intersection with the red-blazed Catfish Loop Trail, which begins and ends here. Turn left onto the Catfish Loop Trail, which you will be following for its entire length.",1,37,2014-11-25 03:24:17.933678,2014-11-25 03:24:17.933678
369,"At first, the Catfish Loop Trail descends gently. After crossing two streams, the trail begins a steady climb, and it passes a register box on a tree to the right of the trail (please sign the register). It crosses another stream and follows along the park boundary (marked by “posted” signs to the left of the trail) for some distance. Soon, it reaches the highest point on this section of the ridge, which is marked by a cairn.",2,37,2014-11-25 03:24:17.935522,2014-11-25 03:24:17.935522
370,"After a relatively level stretch, the Catfish Loop Trail crosses the white-blazed A.T. (this junction is also marked by a cairn). The trail now descends steadily through mountain laurel thickets. It crosses a woods road (blazed yellow as a horse trail) and, a short distance beyond, crosses a stream on rocks. Signs here indicate that, to the right, the area is closed to protect a wildlife habitat.",3,37,2014-11-25 03:24:17.93722,2014-11-25 03:24:17.93722
371,"After a gradual climb, the trail reaches the most interesting point on the hike, where it goes through a narrow passage between large lichen-covered boulders. From the top of the boulders to the right there is a panoramic west-facing view, with Crows Nest and Storm King Mountains visible on the west side of the Hudson River. You’ve now hiked for about two miles, and this attractive spot Is a good place to take a break.",4,37,2014-11-25 03:24:17.938882,2014-11-25 03:24:17.938882
372,"Continue ahead on the Catfish Loop Trail, which descends through mountain laurel, climbs a rock outcrop, then descends steeply. The trail crosses several more rock outcrops and passes through dense mountain laurel thickets. After going by a cliff to the left, the trail bends sharply to the right and begins to head north on a relatively level footpath.",5,37,2014-11-25 03:24:17.94047,2014-11-25 03:24:17.94047
373,"Nearly three miles into the hike, the trail crosses a stream and goes through a gap in a stone wall. It now begins to climb, following a rock outcrop that overlooks a valley to the left. You’ll notice an abundance of rock walls near the trail in this area, and it is hard to believe that this land that appears so inhospitable to settlement was once devoted to agricultural pursuits. There are several limited west-facing viewpoints along this section of the trail, with the West Hudson Highlands visible in the distance.",6,37,2014-11-25 03:24:17.942135,2014-11-25 03:24:17.942135
374,"Soon, the trail begins to parallel a stone wall on the left, which marks the park boundary (note the “posted” signs on the opposite side of the wall). After a while, the blazes bear right, away from the wall. A short distance beyond, be alert as the blazed trail turns sharply right (do not follow an unmarked trail that continues straight ahead).",7,37,2014-11-25 03:24:17.943983,2014-11-25 03:24:17.943983
375,"The trail now crosses a stream and continues through dense mountain laurel thickets. After some short ups and downs, you will notice Duck Pond through the trees to the left. The trail makes a very sharp bend and nearly doubles back on itself, heading south and then east, and reaching a large rock outcrop with a view of the valley below to the left.",8,37,2014-11-25 03:24:17.945929,2014-11-25 03:24:17.945929
376,"From the outcrop, the Catfish Loop Trail descends steeply to the valley below. It&nbsp;crosses a wide stream on rocks, goes over a minor rise, then begins a steep, steady climb of about 150 vertical feet. Upon reaching the crest of the ridge, the trail goes down a little, regains the lost altitude and levels off. A short distance beyond, you’ll pass another trail register box on the right side of the trail (please sign).",9,37,2014-11-25 03:24:17.947695,2014-11-25 03:24:17.947695
377,"Soon, the trail crosses a yellow-blazed woods road. This is the same horse trail that you crossed earlier in the hike. The Catfish Loop Trail now climbs briefly to a rock outcrop, descends steadily through the woods, and climbs once more to reach to end at a junction with the white-blazed Appalachian Trail,. Turn left and follow the A.T. for a short distance to reach Dennytown Road. The parking area where the hike began is on the opposite side of the road.",10,37,2014-11-25 03:24:17.949383,2014-11-25 03:24:17.949383
